country,year,total,urban,rural,urban_water_improved,urban_water_piped,urban_water_otherimproved,urban_water_unimproved,rural_water_improved,rural_water_piped,rural_water_otherimproved,rural_water_unimproved,total_water_improved,total_water_piped,total_water_otherimproved,total_water_unimproved,urban_sanitation_improved,urban_sanitation_shared,urban_sanitation_opendefecation,urban_sanitation_otherunimproved,urban_sanitation_unimproved,rural_sanitation_improved,rural_sanitation_shared,rural_sanitation_opendefecation,rural_sanitation_otherunimproved,rural_sanitation_unimproved,total_sanitation_improved,total_sanitation_shared,total_sanitation_opendefecation,total_sanitation_otherunimproved,total_sanitation_unimproved
"Slovakia","1990","5256.17","2969.26","2286.91","","2969.00","","","","2035.00","","","","5004.00","","","2969.26","0.00","0.00","0.00","0.00","2286.91","0.00","0.00","0.00","0.00","5256.00","0.00","0.00","0.00","0.17"
"Slovakia","1995","5351.58","3026.10","2325.48","","2966.00","","","","2093.00","","","","5059.00","","","3026.10","0.00","0.00","0.00","0.00","2325.48","0.00","0.00","0.00","0.00","5351.00","0.00","0.00","0.00","0.58"
"Slovakia","2000","5378.59","3025.62","2352.97","3026.00","2905.00","121.00","0.00","2353.00","2165.00","188.00","0.00","5379.00","5070.00","309.00","0.00","3025.62","0.00","0.00","0.00","0.00","2352.97","0.00","0.00","0.00","0.00","5379.00","0.00","0.00","0.00","-0.41"
"Slovakia","2005","5385.86","3027.34","2358.52","3027.00","2846.00","181.00","0.00","2359.00","2217.00","142.00","0.00","5386.00","5063.00","323.00","0.00","3027.34","0.00","0.00","0.00","0.00","2334.94","0.00","0.00","23.59","23.58","5362.00","0.00","0.00","24.00","23.86"
"Slovakia","2008","5399.80","3049.92","2349.89","3050.00","2867.00","183.00","0.00","2350.00","2209.00","141.00","0.00","5400.00","5076.00","324.00","0.00","3049.92","0.00","0.00","0.00","0.00","2326.39","0.00","0.00","23.50","23.50","5376.00","0.00","0.00","23.00","23.80"
"Slovenia","1990","1926.70","970.67","956.03","971.00","971.00","0.00","0.00","946.00","946.00","0.00","10.00","1917.00","1917.00","0.00","10.00","970.67","","0.00","0.00","0.00","956.03","","0.00","0.00","0.00","1927.00","","0.00","0.00","-0.30"
"Slovenia","1995","1966.21","995.21","970.99","995.00","995.00","0.00","0.00","961.00","961.00","0.00","10.00","1956.00","1956.00","0.00","10.00","995.21","","0.00","0.00","0.00","970.99","","0.00","0.00","0.00","1966.00","","0.00","0.00","0.21"
"Slovenia","2000","1985.41","1007.63","977.77","1008.00","1008.00","0.00","0.00","968.00","968.00","0.00","10.00","1976.00","1976.00","0.00","10.00","1007.63","","0.00","0.00","0.00","977.77","","0.00","0.00","0.00","1986.00","","0.00","0.00","-0.59"
"Slovenia","2005","2001.17","990.96","1010.21","991.00","991.00","0.00","0.00","1000.00","1000.00","0.00","10.00","1991.00","1991.00","0.00","10.00","990.96","","0.00","0.00","0.00","1010.21","","0.00","0.00","0.00","2001.00","","0.00","0.00","0.17"
"Slovenia","2008","2015.12","976.51","1038.62","977.00","977.00","0.00","0.00","1028.00","1028.00","0.00","11.00","2005.00","2005.00","0.00","11.00","976.51","","0.00","0.00","0.00","1038.62","","0.00","0.00","0.00","2016.00","","0.00","0.00","-0.88"
"Sweden","1990","8558.83","7112.39","1446.44","7112.00","7112.00","0.00","0.00","1446.00","1446.00","0.00","0.00","8558.00","8558.00","0.00","0.00","7112.39","","0.00","0.00","0.00","1446.44","","0.00","0.00","0.00","8558.00","","0.00","0.00","0.83"
"Sweden","1995","8826.95","7399.10","1427.85","7399.00","7399.00","0.00","0.00","1428.00","1428.00","0.00","0.00","8827.00","8827.00","0.00","0.00","7399.10","","0.00","0.00","0.00","1427.85","","0.00","0.00","0.00","8827.00","","0.00","0.00","-0.05"
"Sweden","2000","8860.16","7444.84","1415.32","7445.00","7445.00","0.00","0.00","1415.00","1415.00","0.00","0.00","8860.00","8860.00","0.00","0.00","7444.84","","0.00","0.00","0.00","1415.32","","0.00","0.00","0.00","8860.00","","0.00","0.00","0.16"
"Sweden","2005","9066.44","7644.73","1421.71","7645.00","7645.00","0.00","0.00","1422.00","1422.00","0.00","0.00","9067.00","9067.00","0.00","0.00","7644.73","","0.00","0.00","0.00","1421.71","","0.00","0.00","0.00","9067.00","","0.00","0.00","-0.56"
"Sweden","2008","9204.60","7779.73","1424.87","7780.00","7780.00","0.00","0.00","1425.00","1425.00","0.00","0.00","9205.00","9205.00","0.00","0.00","7779.73","","0.00","0.00","0.00","1424.87","","0.00","0.00","0.00","9205.00","","0.00","0.00","-0.40"
"Swaziland","1990","864.37","198.01","666.36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swaziland","1995","969.23","223.39","745.84","190.00","125.00","65.00","33.00","321.00","82.00","239.00","425.00","511.00","207.00","304.00","458.00","134.03","69.25","6.70","13.40","89.36","335.63","126.79","223.75","59.67","410.21","470.00","196.00","231.00","73.00","499.23"
"Swaziland","2000","1079.69","251.75","827.94","217.00","146.00","71.00","35.00","381.00","108.00","273.00","447.00","598.00","254.00","344.00","482.00","151.05","78.04","7.55","15.11","100.70","380.85","149.03","231.82","66.24","447.09","532.00","227.00","240.00","81.00","547.69"
"Swaziland","2005","1124.41","271.12","853.29","244.00","174.00","70.00","27.00","478.00","154.00","324.00","375.00","722.00","328.00","394.00","402.00","165.38","86.76","5.42","13.56","105.74","426.65","162.13","204.79","59.73","426.64","592.00","249.00","210.00","74.00","532.41"
"Swaziland","2008","1167.84","290.39","877.44","267.00","195.00","72.00","23.00","535.00","184.00","351.00","342.00","802.00","379.00","423.00","365.00","177.14","92.93","5.81","14.52","113.25","465.04","175.49","184.26","52.65","412.40","642.00","268.00","190.00","68.00","525.84"
"Seychelles","1990","72.01","35.49","36.52","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seychelles","1995","75.70","37.73","37.96","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seychelles","2000","81.13","41.42","39.71","35.00","35.00","0.00","6.00","","","","","","","","","38.93","","0.41","2.07","2.49","","","","","","","","","",""
"Seychelles","2005","82.63","43.70","38.94","41.00","41.00","0.00","3.00","","","","","","","","","41.95","","0.44","1.31","1.75","","","","","","","","","",""
"Seychelles","2008","83.83","47.10","36.73","47.00","47.00","0.00","0.00","","","","","","","","","45.69","","0.47","0.94","1.41","","","","","","","","","",""
"Syrian Arab Republic","1990","12720.92","6224.47","6496.45","5975.00","5789.00","186.00","249.00","4872.00","3313.00","1559.00","1624.00","10847.00","9102.00","1745.00","1873.00","5851.00","248.98","0.00","124.49","373.47","4677.44","259.86","1234.32","324.82","1819.01","10528.00","509.00","1234.00","449.00","2192.92"
"Syrian Arab Republic","1995","14610.35","7313.65","7296.70","7021.00","6802.00","219.00","293.00","5545.00","3794.00","1751.00","1752.00","12566.00","10596.00","1970.00","2045.00","6947.97","292.55","0.00","73.14","365.68","5326.59","291.87","1313.41","364.84","1970.11","12275.00","585.00","1313.00","438.00","2335.35"
"Syrian Arab Republic","2000","16510.86","8523.73","7987.13","8098.00","7927.00","171.00","426.00","6310.00","4712.00","1598.00","1677.00","14408.00","12639.00","1769.00","2103.00","8097.55","340.95","0.00","85.24","426.18","6549.45","399.36","798.71","239.61","1437.68","14647.00","740.00","799.00","325.00","1863.86"
"Syrian Arab Republic","2005","19121.45","10170.32","8951.14","9662.00","9458.00","204.00","508.00","7340.00","5997.00","1343.00","1611.00","17002.00","15455.00","1547.00","2119.00","9763.51","406.81","0.00","0.00","406.81","8056.02","447.56","179.02","268.53","895.12","17820.00","855.00","179.00","269.00","1301.45"
"Syrian Arab Republic","2008","21226.92","11495.65","9731.27","10806.00","10691.00","115.00","690.00","8174.00","6909.00","1265.00","1557.00","18980.00","17600.00","1380.00","2247.00","11035.82","459.83","0.00","0.00","459.83","9244.71","486.56","0.00","0.00","486.56","20281.00","947.00","0.00","0.00","945.92"
"Turks and Caicos Islands","1990","11.54","4.92","6.62","5.00","","5.00","0.00","7.00","","7.00","0.00","12.00","","12.00","0.00","4.82","","","0.10","0.10","","","","","","","","","",""
"Turks and Caicos Islands","1995","15.33","6.60","8.73","7.00","5.00","2.00","0.00","9.00","5.00","4.00","0.00","16.00","10.00","6.00","0.00","6.47","","","0.13","0.13","8.20","","","0.52","0.53","14.00","","","1.00","1.33"
"Turks and Caicos Islands","2000","18.87","8.21","10.66","8.00","6.00","2.00","0.00","11.00","6.00","5.00","0.00","19.00","12.00","7.00","0.00","8.04","","","0.16","0.17","10.02","","","0.64","0.64","18.00","","","1.00","0.87"
"Turks and Caicos Islands","2005","30.53","13.46","17.07","13.00","","13.00","0.00","17.00","","17.00","0.00","30.00","","30.00","0.00","13.19","","","0.27","0.27","","","","","","","","","",""
"Turks and Caicos Islands","2008","32.66","15.32","17.35","15.00","","15.00","0.00","17.00","","17.00","0.00","32.00","","32.00","0.00","15.01","","","0.31","0.31","","","","","","","","","",""
"Chad","1990","6105.36","1270.59","4834.77","610.00","127.00","483.00","661.00","1741.00","0.00","1741.00","3094.00","2351.00","127.00","2224.00","3755.00","254.12","203.29","330.35","482.82","1016.47","96.70","96.70","4496.34","145.04","4738.07","351.00","300.00","4826.00","628.00","5754.36"
"Chad","1995","7127.77","1562.55","5565.22","844.00","188.00","656.00","719.00","2170.00","0.00","2170.00","3395.00","3014.00","188.00","2826.00","4114.00","328.14","265.63","359.39","609.39","1234.41","111.30","166.96","5008.69","278.26","5453.92","439.00","433.00","5368.00","887.00","6688.77"
"Chad","2000","8401.70","1964.06","6437.63","1178.00","275.00","903.00","786.00","2639.00","0.00","2639.00","3799.00","3817.00","275.00","3542.00","4585.00","432.09","353.53","392.81","785.63","1531.97","193.13","257.51","5600.74","386.26","6244.50","625.00","612.00","5994.00","1172.00","7776.70"
"Chad","2005","10018.59","2530.80","7487.80","1670.00","405.00","1265.00","861.00","3220.00","75.00","3145.00","4268.00","4890.00","480.00","4410.00","5129.00","582.08","455.54","430.24","1062.93","1948.72","299.51","299.51","6214.87","673.90","7188.29","882.00","756.00","6645.00","1737.00","9136.59"
"Chad","2008","10913.67","2905.00","8008.67","1946.00","494.00","1452.00","959.00","3524.00","80.00","3444.00","4485.00","5470.00","574.00","4896.00","5444.00","668.15","551.95","464.80","1220.10","2236.85","320.35","400.43","6647.19","640.69","7688.32","988.00","952.00","7112.00","1861.00","9925.67"
"Togo","1990","3925.94","1181.87","2744.07","934.00","165.00","769.00","248.00","988.00","0.00","988.00","1756.00","1922.00","165.00","1757.00","2004.00","295.47","543.66","283.65","59.09","886.40","219.53","439.05","2030.61","54.88","2524.54","515.00","983.00","2315.00","114.00","3410.94"
"Togo","1995","4432.03","1473.12","2958.91","1193.00","206.00","987.00","280.00","1095.00","0.00","1095.00","1864.00","2288.00","206.00","2082.00","2144.00","368.28","677.63","353.55","73.66","1104.84","207.12","384.66","2219.18","147.95","2751.79","575.00","1063.00","2573.00","222.00","3857.03"
"Togo","2000","5247.49","1916.80","3330.68","1591.00","249.00","1342.00","326.00","1299.00","0.00","1299.00","2032.00","2890.00","249.00","2641.00","2358.00","460.03","862.56","440.86","153.34","1456.77","166.53","333.07","2531.32","299.76","3164.15","627.00","1196.00","2972.00","453.00","4620.49"
"Togo","2005","5992.08","2393.60","3598.48","2058.00","311.00","1747.00","336.00","1439.00","0.00","1439.00","2159.00","3497.00","311.00","3186.00","2495.00","574.46","1053.18","550.53","215.42","1819.14","143.94","251.89","2770.83","431.82","3454.54","718.00","1305.00","3322.00","647.00","5274.08"
"Togo","2008","6458.61","2715.07","3743.54","2362.00","326.00","2036.00","353.00","1535.00","37.00","1498.00","2209.00","3897.00","363.00","3534.00","2562.00","651.62","1194.63","624.47","244.36","2063.45","112.31","224.61","2919.96","486.66","3631.23","764.00","1420.00","3544.00","731.00","5694.61"
"Thailand","1990","56672.98","16675.46","39997.52","16175.00","13007.00","3168.00","500.00","35598.00","5600.00","29998.00","4400.00","51773.00","18607.00","33166.00","4900.00","15508.17","833.77","333.51","0.00","1167.29","29598.16","1199.93","9199.43","0.00","10399.36","45106.00","2034.00","9533.00","0.00","11566.98"
"Thailand","1995","60140.06","18208.00","41932.05","17844.00","14566.00","3278.00","364.00","38577.00","8806.00","29771.00","3355.00","56421.00","23372.00","33049.00","3719.00","17115.52","910.40","182.08","0.00","1092.48","34803.60","1257.96","5870.49","0.00","7128.45","51920.00","2168.00","6052.00","0.00","8220.06"
"Thailand","2000","62346.82","19416.67","42930.15","19028.00","15922.00","3106.00","389.00","40784.00","12450.00","28334.00","2146.00","59812.00","28372.00","31440.00","2535.00","18251.67","970.83","194.17","0.00","1165.00","39495.74","1717.21","1717.21","0.00","3434.41","57748.00","2688.00","1911.00","0.00","4598.82"
"Thailand","2005","65945.68","21302.43","44643.24","21089.00","17894.00","3195.00","213.00","43304.00","16072.00","27232.00","1339.00","64393.00","33966.00","30427.00","1552.00","20237.31","1065.12","0.00","0.00","1065.12","42857.51","1785.73","0.00","0.00","1785.73","63095.00","2851.00","0.00","0.00","2850.68"
"Thailand","2008","67386.38","22397.21","44989.17","22173.00","19038.00","3135.00","224.00","44089.00","17546.00","26543.00","900.00","66262.00","36584.00","29678.00","1124.00","21277.35","1119.86","0.00","0.00","1119.86","43189.60","1799.57","0.00","0.00","1799.57","64467.00","2920.00","0.00","0.00","2919.38"
"Tajikistan","1990","5303.15","1679.08","3624.07","","","","","","","","","","","","","1561.55","67.16","0.00","50.37","117.53","","","","","","","","","",""
"Tajikistan","1995","5775.47","1668.71","4106.76","1519.00","1268.00","251.00","150.00","1848.00","739.00","1109.00","2259.00","3367.00","2007.00","1360.00","2409.00","1551.90","66.75","0.00","50.06","116.81","3572.88","123.20","82.14","328.54","533.88","5125.00","190.00","82.00","379.00","650.47"
"Tajikistan","2000","6172.89","1635.82","4537.08","1505.00","1276.00","229.00","131.00","2223.00","907.00","1316.00","2314.00","3728.00","2183.00","1545.00","2445.00","1537.67","65.43","0.00","32.72","98.15","4038.00","136.11","90.74","272.22","499.08","5576.00","201.00","91.00","305.00","596.89"
"Tajikistan","2005","6535.54","1725.38","4810.16","1605.00","1398.00","207.00","120.00","2742.00","1106.00","1636.00","2068.00","4347.00","2504.00","1843.00","2188.00","1639.11","69.02","0.00","17.25","86.27","4425.34","144.30","48.10","192.41","384.82","6064.00","213.00","48.00","209.00","471.54"
"Tajikistan","2008","6836.08","1805.14","5030.95","1697.00","1498.00","199.00","108.00","3069.00","1258.00","1811.00","1962.00","4766.00","2756.00","2010.00","2070.00","1714.88","72.21","0.00","18.05","90.26","4729.09","150.93","50.31","100.62","301.86","6444.00","223.00","50.00","119.00","392.08"
"Tokelau","1990","1.61","0.00","1.61","","","","","1.00","","1.00","1.00","","","","","","","","","","0.66","","","0.95","0.95","","","","",""
"Tokelau","1995","1.50","0.00","1.50","","","","","1.00","","1.00","0.00","","","","","","","","","","0.67","","","0.82","0.83","","","","",""
"Tokelau","2000","1.53","0.00","1.53","","","","","1.00","","1.00","1.00","","","","","","","","","","0.97","","","0.57","0.56","","","","",""
"Tokelau","2005","1.21","0.00","1.21","","","","","1.00","","1.00","0.00","","","","","","","","","","0.99","","","0.22","0.22","","","","",""
"Tokelau","2008","1.19","0.00","1.19","","","","","1.00","","1.00","0.00","","","","","","","","","","1.10","","","0.08","0.09","","","","",""
"Turkmenistan","1990","3668.00","1652.51","2015.49","1603.00","","1603.00","50.00","","","","","","","","","1635.98","","0.00","16.53","16.53","1955.03","","20.15","40.31","60.46","3591.00","","20.00","57.00","77.00"
"Turkmenistan","1995","4187.42","1896.40","2291.02","1840.00","1536.00","304.00","56.00","1650.00","664.00","986.00","641.00","3490.00","2200.00","1290.00","697.00","1877.43","","0.00","18.96","18.97","2222.29","","22.91","45.82","68.73","4099.00","","23.00","65.00","88.42"
"Turkmenistan","2000","4501.73","2063.77","2437.96","2002.00","1672.00","330.00","62.00","1755.00","707.00","1048.00","683.00","3757.00","2379.00","1378.00","745.00","2043.13","","0.00","20.64","20.64","2364.82","","24.38","48.76","73.14","4408.00","","24.00","70.00","93.73"
"Turkmenistan","2005","4843.19","2291.22","2551.97","2222.00","1856.00","366.00","69.00","1837.00","740.00","1097.00","715.00","4059.00","2596.00","1463.00","784.00","2268.30","","0.00","22.91","22.92","2475.41","","25.52","51.04","76.56","4743.00","","26.00","74.00","100.19"
"Turkmenistan","2008","5043.62","2451.00","2592.62","2377.00","","2377.00","74.00","","","","","","","","","2426.49","","0.00","24.51","24.51","2514.84","","25.93","51.85","77.78","4941.00","","26.00","77.00","102.62"
"Timor-Leste","1990","740.19","154.27","585.92","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Timor-Leste","1995","848.60","191.22","657.38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Timor-Leste","2000","815.31","197.82","617.49","136.00","55.00","81.00","62.00","290.00","68.00","222.00","327.00","426.00","123.00","303.00","389.00","108.80","7.91","41.54","39.56","89.02","154.37","6.17","321.10","135.85","463.12","263.00","14.00","363.00","176.00","552.31"
"Timor-Leste","2005","991.60","258.61","732.99","207.00","72.00","135.00","52.00","418.00","81.00","337.00","315.00","625.00","153.00","472.00","367.00","175.85","12.93","54.31","15.52","82.76","256.55","14.66","381.16","80.63","476.44","433.00","28.00","435.00","97.00","558.60"
"Timor-Leste","2008","1098.39","299.49","798.90","258.00","84.00","174.00","41.00","503.00","88.00","415.00","296.00","761.00","172.00","589.00","337.00","227.61","14.97","56.90","0.00","71.88","319.56","15.98","415.43","47.93","479.34","548.00","31.00","472.00","48.00","550.39"
"Tonga","1990","94.57","21.47","73.10","","","","","","","","","","","","","21.04","","","0.43","0.43","70.18","","","2.92","2.92","91.00","","","3.00","3.57"
"Tonga","1995","97.38","22.27","75.11","22.00","16.00","6.00","0.00","75.00","57.00","18.00","0.00","97.00","73.00","24.00","0.00","21.82","","","0.45","0.45","72.11","","","3.00","3.00","94.00","","","3.00","3.38"
"Tonga","2000","98.59","22.83","75.76","23.00","16.00","7.00","0.00","76.00","58.00","18.00","0.00","99.00","74.00","25.00","0.00","22.37","","","0.46","0.46","72.73","","","3.03","3.03","95.00","","","3.00","3.59"
"Tonga","2005","101.88","24.41","77.47","24.00","18.00","6.00","0.00","77.00","59.00","18.00","0.00","101.00","77.00","24.00","0.00","23.92","","","0.49","0.49","74.37","","","3.10","3.10","98.00","","","3.00","3.88"
"Tonga","2008","103.57","25.60","77.96","26.00","","26.00","0.00","78.00","","78.00","0.00","104.00","","104.00","0.00","25.09","","","0.51","0.51","74.84","","","3.12","3.12","100.00","","","4.00","3.57"
"Trinidad and Tobago","1990","1218.78","104.01","1114.77","96.00","84.00","12.00","8.00","981.00","758.00","223.00","134.00","1077.00","842.00","235.00","142.00","96.73","7.28","0.00","0.00","7.28","1036.74","78.03","0.00","0.00","78.03","1134.00","85.00","0.00","0.00","84.78"
"Trinidad and Tobago","1995","1264.62","121.68","1142.94","114.00","101.00","13.00","8.00","1029.00","789.00","240.00","114.00","1143.00","890.00","253.00","122.00","111.95","8.52","0.00","1.22","9.73","1051.51","80.01","0.00","11.43","91.43","1164.00","89.00","0.00","12.00","100.62"
"Trinidad and Tobago","2000","1295.10","140.30","1154.80","133.00","119.00","14.00","7.00","1051.00","820.00","231.00","104.00","1184.00","939.00","245.00","111.00","129.07","9.82","0.00","1.40","11.23","1062.42","80.84","0.00","11.55","92.38","1191.00","91.00","0.00","13.00","104.10"
"Trinidad and Tobago","2005","1318.30","161.22","1157.09","156.00","142.00","14.00","5.00","1076.00","845.00","231.00","81.00","1232.00","987.00","245.00","86.00","148.32","11.29","0.00","1.61","12.90","1064.52","81.00","0.00","11.57","92.57","1213.00","92.00","0.00","14.00","105.30"
"Trinidad and Tobago","2008","1333.39","175.81","1157.58","172.00","155.00","17.00","4.00","1077.00","857.00","220.00","81.00","1249.00","1012.00","237.00","85.00","161.74","12.31","0.00","1.76","14.07","1064.97","81.03","0.00","11.58","92.61","1227.00","93.00","0.00","14.00","106.39"
"Tunisia","1990","8214.94","4760.23","3454.71","4522.00","4237.00","285.00","238.00","2142.00","760.00","1382.00","1313.00","6664.00","4997.00","1667.00","1551.00","4522.22","95.20","142.81","0.00","238.01","1520.07","207.28","1589.17","138.19","1934.64","6042.00","302.00","1732.00","138.00","2172.94"
"Tunisia","1995","8934.99","5492.70","3442.29","5273.00","4943.00","330.00","220.00","2375.00","964.00","1411.00","1067.00","7648.00","5907.00","1741.00","1287.00","5218.06","109.85","109.85","54.93","274.64","1755.57","206.54","1239.23","240.96","1686.72","6974.00","317.00","1349.00","296.00","1960.99"
"Tunisia","2000","9452.00","5995.59","3456.41","5876.00","5516.00","360.00","120.00","2661.00","1141.00","1520.00","795.00","8537.00","6657.00","1880.00","915.00","5695.81","119.91","59.96","119.91","299.78","1970.15","241.95","864.10","380.20","1486.26","7666.00","362.00","924.00","500.00","1786.00"
"Tunisia","2005","9878.42","6455.45","3422.97","6391.00","6068.00","323.00","64.00","2875.00","1335.00","1540.00","548.00","9266.00","7403.00","1863.00","612.00","6197.23","129.11","0.00","129.11","258.22","2190.70","273.84","479.22","479.22","1232.27","8388.00","403.00","479.00","608.00","1490.42"
"Tunisia","2008","10169.25","6763.16","3406.09","6696.00","6357.00","339.00","67.00","2861.00","1328.00","1533.00","545.00","9557.00","7685.00","1872.00","612.00","6492.63","135.26","0.00","135.26","270.53","2179.90","272.49","476.85","476.85","1226.19","8673.00","407.00","477.00","612.00","1496.25"
"Turkey","1990","56086.18","33204.70","22881.48","31212.00","30216.00","996.00","1993.00","16703.00","12356.00","4347.00","6178.00","47915.00","42572.00","5343.00","8171.00","31876.52","332.05","0.00","996.14","1328.18","15101.78","457.63","1144.07","6178.00","7779.70","46979.00","790.00","1144.00","7174.00","9107.18"
"Turkey","1995","61206.10","38023.07","23183.03","36122.00","35361.00","761.00","1901.00","18315.00","14605.00","3710.00","4868.00","54437.00","49966.00","4471.00","6769.00","36502.14","380.23","0.00","1140.69","1520.93","15764.46","463.66","927.32","6027.59","7418.57","52266.00","844.00","927.00","7169.00","8940.10"
"Turkey","2000","66459.58","43026.60","23432.98","41736.00","40875.00","861.00","1291.00","19918.00","17340.00","2578.00","3515.00","61654.00","58215.00","3439.00","4806.00","41305.53","860.53","0.00","860.53","1721.07","16637.42","702.99","702.99","5389.59","6795.56","57943.00","1564.00","703.00","6251.00","8516.58"
"Turkey","2005","71169.04","47886.09","23282.95","47407.00","46450.00","957.00","479.00","21420.00","19791.00","1629.00","1863.00","68827.00","66241.00","2586.00","2342.00","46449.50","957.72","0.00","478.86","1436.59","16996.55","698.49","465.66","5122.25","6286.40","63447.00","1656.00","466.00","5601.00","7722.04"
"Turkey","2008","73914.26","50793.88","23120.38","50794.00","49778.00","1016.00","0.00","22196.00","21271.00","925.00","924.00","72990.00","71049.00","1941.00","924.00","49270.06","1015.88","0.00","507.94","1523.82","17340.29","693.61","231.20","4855.28","5780.09","66610.00","1710.00","231.00","5363.00","7304.26"
"Tuvalu","1990","8.90","3.62","5.28","3.00","","3.00","1.00","5.00","","5.00","0.00","8.00","","8.00","1.00","3.11","","","0.51","0.51","4.01","","","1.27","1.27","7.00","","","2.00","1.90"
"Tuvalu","1995","9.22","4.05","5.16","4.00","","4.00","0.00","5.00","","5.00","0.00","9.00","","9.00","0.00","3.49","","","0.57","0.56","4.03","","","1.14","1.13","7.00","","","2.00","2.22"
"Tuvalu","2000","9.54","4.39","5.15","4.00","","4.00","0.00","5.00","","5.00","0.00","9.00","","9.00","0.00","3.82","","","0.57","0.57","4.07","","","1.08","1.08","8.00","","","2.00","1.54"
"Tuvalu","2005","9.76","4.70","5.06","5.00","5.00","0.00","0.00","5.00","","5.00","0.00","10.00","","5.00","0.00","4.09","","0.09","0.52","0.61","4.05","","0.35","0.66","1.01","8.00","","0.00","2.00","1.76"
"Tuvalu","2008","9.89","4.84","5.05","5.00","5.00","0.00","0.00","5.00","5.00","0.00","0.00","10.00","10.00","0.00","0.00","4.26","","0.10","0.48","0.58","4.09","","0.35","0.61","0.96","8.00","","0.00","1.00","1.89"
"United Republic of Tanzania","1990","25454.63","4806.85","20647.78","4518.00","1634.00","2884.00","289.00","9498.00","206.00","9292.00","11150.00","14016.00","1840.00","12176.00","11439.00","1297.85","1201.71","144.21","2163.08","3509.00","4748.99","4748.99","2064.78","9085.02","15898.79","6047.00","5951.00","2209.00","11248.00","19407.63"
"United Republic of Tanzania","1995","29971.80","6157.11","23814.69","5541.00","1909.00","3632.00","616.00","10717.00","238.00","10479.00","13098.00","16258.00","2147.00","14111.00","13714.00","1723.99","1600.85","184.71","2647.56","4433.12","5477.38","5239.23","2857.76","10240.32","18337.31","7201.00","6840.00","3043.00","12888.00","22770.80"
"United Republic of Tanzania","2000","34131.31","7614.35","26516.96","6548.00","2132.00","4416.00","1066.00","11933.00","530.00","11403.00","14584.00","18481.00","2662.00","15819.00","15650.00","2208.16","2132.02","152.29","3121.89","5406.19","5833.73","5568.56","3712.37","11402.29","20683.23","8042.00","7701.00","3864.00","14524.00","26089.31"
"United Republic of Tanzania","2005","39007.36","9440.56","29566.80","7741.00","2360.00","5381.00","1700.00","13305.00","887.00","12418.00","16262.00","21046.00","3247.00","17799.00","17962.00","2926.57","2737.76","188.81","3587.41","6513.99","6504.70","6209.03","4730.69","12122.39","23062.10","9432.00","8947.00","4920.00","15709.00","29575.36"
"United Republic of Tanzania","2008","42483.93","10821.51","31662.42","8657.00","2489.00","6168.00","2165.00","14248.00","950.00","13298.00","17414.00","22905.00","3439.00","19466.00","19579.00","3462.88","3246.45","216.43","3895.74","7358.63","6649.11","6649.11","5382.61","12981.59","25013.31","10112.00","9895.00","5599.00","16878.00","32371.93"
"Uganda","1990","17730.87","1963.87","15767.00","1532.00","177.00","1355.00","432.00","6149.00","0.00","6149.00","9618.00","7681.00","177.00","7504.00","10050.00","687.35","1021.21","78.55","176.75","1276.52","6306.80","2838.06","4414.76","2207.38","9460.20","6994.00","3859.00","4494.00","2384.00","10736.87"
"Uganda","1995","20953.59","2443.82","18509.77","1979.00","269.00","1710.00","465.00","8514.00","0.00","8514.00","9996.00","10493.00","269.00","10224.00","10461.00","879.77","1295.22","73.31","195.51","1564.05","7959.20","3516.86","4257.25","2776.47","10550.57","8839.00","4812.00","4330.00","2972.00","12114.59"
"Uganda","2000","24432.84","2951.98","21480.87","2509.00","413.00","2096.00","443.00","11385.00","0.00","11385.00","10096.00","13894.00","413.00","13481.00","10539.00","1092.23","1594.07","59.04","206.64","1859.75","9666.39","4296.17","4081.36","3436.94","11814.48","10758.00","5890.00","4140.00","3644.00","13674.84"
"Uganda","2005","28699.26","3601.18","25098.07","3205.00","612.00","2593.00","396.00","15059.00","251.00","14808.00","10039.00","18264.00","863.00","17401.00","10435.00","1332.44","1980.65","72.02","216.07","2268.74","12047.07","5521.58","3513.73","4015.69","13051.00","13379.00","7503.00","3586.00","4232.00","15320.26"
"Uganda","2008","31656.87","4101.46","27555.40","3732.00","779.00","2953.00","369.00","17635.00","276.00","17359.00","9920.00","21367.00","1055.00","20312.00","10289.00","1558.56","2296.82","82.03","164.06","2542.90","13502.15","6062.19","3031.09","4959.97","14053.25","15061.00","8359.00","3113.00","5124.00","16595.87"
"Ukraine","1990","51582.77","34435.11","17147.66","34091.00","32025.00","2066.00","344.00","","","","","","","","","33402.06","688.70","0.00","344.35","1033.05","15604.37","685.91","0.00","857.38","1543.29","49006.00","1375.00","0.00","1201.00","2576.77"
"Ukraine","1995","51063.06","34187.23","16875.83","33845.00","31794.00","2051.00","342.00","15357.00","9619.00","5738.00","1519.00","49202.00","41413.00","7789.00","1861.00","33161.61","683.74","0.00","341.87","1025.62","15357.01","675.03","0.00","843.79","1518.82","48519.00","1359.00","0.00","1186.00","2544.06"
